TEST ID,RULE NUMBER,CASE DESCRIPTION,CREATED_TIMESTAMP,FORM_ID,FORM_ID_SEQ,ALIEN_ID,ALIEN_SEQ,EMPLOYER_ID,COMPANYNAME_TH,COMPANYNAME_EN,BUS_TYPE_ID,JOB_DESCRIPTION,EMPLOYER_NO,"JOB ANOMALY
(ตำแหน่งงานที่จ้างมากกว่าปกติ)",MASTER_FORM_TYPE,MASTER_FORM_STATUS,VALID_UNTIL,UNNAMED: 18
TC02,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00002,2,00011,10,003,พลังเยอะ ไม่ จำกัด,"PalangYer Mai Co., Ltd.",9.0,งานขายของหน้าร้าน,12345679,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC02,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00002,2,00012,11,003,พลังเยอะ ไม่ จำกัด,"PalangYer Mai Co., Ltd.",9.0,กรรมกร,12345679,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00013,1,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,งานทํารองเท้า,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00014,2,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,งานทําหมวก,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00015,3,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,อื่นๆ,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00016,4,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,กรรมกร,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00017,5,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,aaa,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00018,6,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,งานทํารองเท้า,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00019,7,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,งานทําหมวก,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00020,8,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,งานทําหมวก,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC03,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งต่างกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00003,3,00021,9,004,สวย ไม่ จำกัด,"Suay Mai Co., Ltd.",4.0,abc,12345700,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00022,1,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00023,2,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00024,3,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00025,4,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00026,5,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00027,6,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00028,7,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00029,8,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC04,1.0,กรณีปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนไม่เกิน 10 คน,2024-04-27 11:11:00,00004,4,00030,9,005,ฮา ไม่ จำกัด,"Hah Mai Co., Ltd.",9.0,กรรมกร,12346800,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00031,1,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00032,2,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00033,3,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00034,4,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00035,5,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00036,6,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00037,7,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00038,8,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00039,9,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00040,10,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC05,1.0,กรณีผิดปกติ: นายจ้างมีการจ้างคนต่างด้าวในลักษณะงานและตำแหน่งเดียวกัน แต่จำนวนคนเกิน 10 คน,2024-04-27 11:11:00,00005,5,00041,11,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC06,2.0,กรณีผิดปกติ: วันยื่นคำร้องมีระยะเวลคงเหลือเทียบกับวันหมดอายุการทำงานน้อยกว่าหรือเท่ากับ 30 วัน,2024-06-27 11:11:00,00006,6,00501,1,006,สนุก ไม่ จำกัด,"Sanook Mai Co., Ltd.",9.0,กรรมกร,12346801,,MT_59,Consider request round1,2024-07-15 11:11:00.000,Abnormal
TC07,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวยังไม่ได้แจ้งออกจากที่เก่า แต่ทำการยื่นที่ใหม่แล้ว,2024-06-27 11:11:00,00007,7,00042,1,008,เก่ง ไม่ จำกัด,"Keng Mai Co., Ltd.",4.0,งานทํารองเท้า,12346802,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC07,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวยังไม่ได้แจ้งออกจากที่เก่า แต่ทำการยื่นที่ใหม่แล้ว,2024-06-27 11:11:00,00007,7,00043,2,008,เก่ง ไม่ จำกัด,"Keng Mai Co., Ltd.",4.0,งานทําหมวก,12346802,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC07,2.0,กรณีผิดปกติ: กลุ่มคนต่างด้าวยังไม่ได้แจ้งออกจากที่เก่า แต่ทำการยื่นที่ใหม่แล้ว,2024-06-27 11:11:00,00007,7,00044,3,008,เก่ง ไม่ จำกัด,"Keng Mai Co., Ltd.",4.0,กรรมกร,12346802,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Abnormal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-06-27 11:11:00,00009,9,00045,1,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-06-27 11:11:00,00009,9,00046,2,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-06-27 11:11:00,00009,9,00047,3,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-06-27 11:11:00,00009,9,00048,4,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-06-27 11:11:00,00009,9,00049,5,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-07-10 11:11:00,00010,10,00050,1,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-07-10 11:11:00,00010,10,00051,2,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-07-10 11:11:00,00010,10,00052,3,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-07-10 11:11:00,00010,10,00053,4,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC09,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนที่กำหนด และทำการย้ายภายใน 14 วัน,2024-07-10 11:11:00,00010,10,00054,5,010,เจ๋ง ไม่ จำกัด,"Jeng Mai Co., Ltd.",9.0,กรรมกร,12346803,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-29 11:11:00,00011,11,00055,1,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-29 11:11:00,00011,11,00056,2,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-29 11:11:00,00011,11,00057,3,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-29 11:11:00,00011,11,00058,4,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-06-29 11:11:00,00011,11,00059,5,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-20 11:11:00,00012,12,00060,1,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-20 11:11:00,00012,12,00061,2,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-20 11:11:00,00012,12,00062,3,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-20 11:11:00,00012,12,00063,4,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC10,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายมากกว่า 14 วัน,2024-07-20 11:11:00,00012,12,00064,5,012,งาม ไม่ จำกัด,"Ngam Mai Co., Ltd.",9.0,กรรมกร,12346993,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC11,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายเท่ากับ 14 วัน,2024-06-27 11:11:00,00013,13,00065,1,014,น่ารัก ไม่ จำกัด,"Naruk Mai Co., Ltd.",9.0,กรรมกร,42346977,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC11,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายเท่ากับ 14 วัน,2024-06-27 11:11:00,00013,13,00066,2,014,น่ารัก ไม่ จำกัด,"Naruk Mai Co., Ltd.",9.0,กรรมกร,42346977,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC11,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายเท่ากับ 14 วัน,2024-06-27 11:11:00,00013,13,00067,3,014,น่ารัก ไม่ จำกัด,"Naruk Mai Co., Ltd.",9.0,กรรมกร,42346977,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC11,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายเท่ากับ 14 วัน,2024-06-27 11:11:00,00013,13,00068,4,014,น่ารัก ไม่ จำกัด,"Naruk Mai Co., Ltd.",9.0,กรรมกร,42346977,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
TC11,2.0,กรณีปกติ: กลุ่มคนต่างด้าวย้ายจาก ก ไป ข ไม่เกินจำนวน 20 คนกำหนด และทำการย้ายเท่ากับ 14 วัน,2024-06-27 11:11:00,00013,13,00069,5,014,น่ารัก ไม่ จำกัด,"Naruk Mai Co., Ltd.",9.0,กรรมกร,42346977,,MT_59,Consider request round1,2027-04-15 11:11:00.000,Normal
